frame   ulx     uly     urx     ury     lrx     lry     llx     lly     
frame00001.jpg	168.59	128.83	444.32	129.21	450.07	318.84	162.75	317.49	
frame00002.jpg	169.16	129.19	444.16	129.75	449.78	318.81	163.31	317.30	
frame00003.jpg	170.19	127.54	443.89	128.27	449.27	316.41	164.22	314.73	
frame00004.jpg	170.19	126.50	442.03	127.21	447.07	313.79	164.75	312.15	
frame00005.jpg	170.21	125.70	439.14	126.56	444.07	311.27	164.40	309.44	
frame00006.jpg	169.52	124.65	435.43	126.61	439.29	309.02	163.29	306.15	
frame00007.jpg	167.27	122.52	430.00	125.23	432.91	305.11	160.89	301.59	
frame00008.jpg	168.39	122.64	427.28	126.27	429.49	303.47	161.63	299.14	
frame00009.jpg	168.75	126.57	423.60	130.45	425.43	304.83	161.81	300.33	
frame00010.jpg	167.92	132.04	418.34	135.83	420.27	307.29	161.03	303.04	
frame00011.jpg	168.48	137.91	414.65	141.69	416.42	310.14	161.79	306.01	
frame00012.jpg	168.13	139.66	409.56	142.11	412.18	307.36	162.46	304.64	
frame00013.jpg	168.91	138.07	405.74	140.46	408.13	302.33	163.49	299.69	
frame00014.jpg	172.14	141.71	404.11	144.39	406.19	302.92	166.73	300.17	
frame00015.jpg	174.68	147.59	401.36	150.72	403.19	305.86	168.91	302.57	
frame00016.jpg	175.78	144.44	397.58	147.06	399.50	298.51	170.60	296.03	
frame00017.jpg	177.22	141.15	393.88	143.37	395.79	291.13	172.51	289.01	
frame00018.jpg	176.91	144.65	388.42	146.69	390.38	290.82	172.81	288.99	
frame00019.jpg	179.21	147.70	385.28	151.13	386.16	291.70	173.93	288.43	
frame00020.jpg	178.34	146.13	379.62	150.26	379.84	287.12	173.09	283.44	
frame00021.jpg	177.26	146.57	373.44	150.29	374.11	283.74	172.18	280.71	
frame00022.jpg	179.23	147.46	371.10	151.62	371.21	281.93	174.34	278.51	
frame00023.jpg	185.30	146.32	372.61	151.80	371.81	278.91	179.44	274.36	
frame00024.jpg	187.27	146.30	370.21	151.34	369.68	275.59	181.85	271.43	
frame00025.jpg	189.01	146.02	368.36	149.95	368.12	271.51	184.86	268.21	
frame00026.jpg	192.65	147.51	367.72	151.13	367.99	269.87	188.70	267.16	
frame00027.jpg	197.29	150.57	368.62	154.91	368.04	271.25	192.81	267.53	
frame00028.jpg	199.74	150.43	367.35	155.22	366.82	268.89	194.89	265.03	
frame00029.jpg	197.50	151.27	361.83	154.81	361.62	266.06	193.66	263.63	
frame00030.jpg	195.97	150.17	357.20	154.03	357.35	262.91	192.36	260.51	
frame00031.jpg	196.04	151.04	353.98	155.86	353.12	262.59	191.70	259.13	
frame00032.jpg	193.76	152.65	348.38	158.50	347.09	262.77	188.52	258.88	
frame00033.jpg	188.92	154.40	340.69	158.87	340.17	261.23	184.76	258.48	
frame00034.jpg	187.69	156.98	336.58	161.13	336.34	261.54	183.90	259.25	
frame00035.jpg	188.05	158.86	334.68	163.11	334.17	261.62	184.52	259.21	
frame00036.jpg	191.70	160.47	335.14	164.57	334.82	261.45	187.91	258.98	
frame00037.jpg	194.91	159.02	336.30	163.06	336.04	258.31	191.23	256.25	
frame00038.jpg	195.61	157.85	334.97	161.31	334.79	255.34	192.33	253.48	
frame00039.jpg	196.95	155.06	334.42	159.48	333.99	251.94	193.25	249.71	
frame00040.jpg	197.88	153.69	333.63	158.26	332.79	249.52	194.16	246.87	
frame00041.jpg	197.94	152.70	331.98	157.18	331.34	247.27	194.38	244.86	
frame00042.jpg	197.37	151.42	329.57	155.69	328.91	244.74	193.83	242.30	
frame00043.jpg	197.77	147.69	328.42	152.06	327.70	240.13	194.14	237.64	
frame00044.jpg	200.89	144.40	330.16	149.37	328.83	236.40	196.74	233.22	
frame00045.jpg	201.38	142.25	329.37	147.72	328.10	233.67	197.30	230.58	
frame00046.jpg	201.59	140.87	328.21	145.69	327.29	231.09	197.76	228.30	
frame00047.jpg	203.01	139.37	328.84	144.12	328.07	229.04	199.30	226.31	
frame00048.jpg	204.60	139.12	329.77	143.44	329.14	227.84	201.09	225.28	
frame00049.jpg	205.32	139.87	330.14	144.76	329.42	228.66	201.79	226.04	
frame00050.jpg	204.08	138.35	328.61	143.99	326.82	227.80	199.85	224.41	
