1,1,418.67,104.00,22.67,22.00, 1.00,-1.00,-1.00,-1.00
2,1,418.67,103.33,22.67,22.00, 1.00,-1.00,-1.00,-1.00
3,1,419.33,102.67,22.00,21.33, 1.00,-1.00,-1.00,-1.00
4,1,419.33,102.00,22.00,20.67, 1.00,-1.00,-1.00,-1.00
5,1,419.33,100.67,22.00,21.33, 1.00,-1.00,-1.00,-1.00
6,1,419.33,100.67,22.00,20.67, 1.00,-1.00,-1.00,-1.00
7,1,420.00,99.33,22.00,20.67, 1.00,-1.00,-1.00,-1.00
8,1,420.00,98.67,22.00,20.00, 1.00,-1.00,-1.00,-1.00
9,1,420.00,98.00,22.00,20.00, 1.00,-1.00,-1.00,-1.00
10,1,420.67,97.33,21.33,20.00, 1.00,-1.00,-1.00,-1.00
11,1,420.67,96.67,21.33,19.33, 1.00,-1.00,-1.00,-1.00
12,1,420.67,96.00,22.00,19.33, 1.00,-1.00,-1.00,-1.00
13,1,420.67,95.33,22.00,18.67, 1.00,-1.00,-1.00,-1.00
14,1,420.67,94.00,22.00,19.33, 1.00,-1.00,-1.00,-1.00
15,1,421.33,94.00,21.33,18.00, 1.00,-1.00,-1.00,-1.00
16,1,421.33,92.67,21.33,18.67, 1.00,-1.00,-1.00,-1.00
17,1,421.33,92.00,21.33,18.00, 1.00,-1.00,-1.00,-1.00
18,1,422.00,91.33,20.67,17.33, 1.00,-1.00,-1.00,-1.00
19,1,422.00,90.67,21.33,17.33, 1.00,-1.00,-1.00,-1.00
20,1,422.00,90.00,21.33,17.33, 1.00,-1.00,-1.00,-1.00
21,1,422.00,89.33,21.33,17.33, 1.00,-1.00,-1.00,-1.00
22,1,422.67,88.67,20.67,17.33, 1.00,-1.00,-1.00,-1.00
23,1,422.67,88.00,20.67,16.67, 1.00,-1.00,-1.00,-1.00
24,1,422.67,87.33,20.67,16.67, 1.00,-1.00,-1.00,-1.00
25,1,423.33,86.67,20.00,16.67, 1.00,-1.00,-1.00,-1.00
26,1,423.33,86.00,20.00,16.67, 1.00,-1.00,-1.00,-1.00
27,1,423.33,85.33,20.00,16.67, 1.00,-1.00,-1.00,-1.00
28,1,423.33,84.67,20.00,16.67, 1.00,-1.00,-1.00,-1.00
29,1,423.33,84.00,20.00,16.67, 1.00,-1.00,-1.00,-1.00
30,1,424.00,83.33,19.33,16.00, 1.00,-1.00,-1.00,-1.00
53,2,240.00,410.00,111.33,68.67, 1.00,-1.00,-1.00,-1.00
