frame   ulx     uly     urx     ury     lrx     lry     llx     lly     
frame00001.jpg	372.00	433.00	423.00	431.00	426.00	482.00	375.00	482.00	
frame00002.jpg	371.94	432.82	422.99	431.05	425.93	481.99	374.93	482.13	
frame00003.jpg	371.84	432.71	422.98	431.04	425.90	481.98	374.91	482.19	
frame00004.jpg	371.86	432.65	422.99	431.02	425.89	481.99	374.86	482.26	
frame00005.jpg	371.86	432.63	422.95	431.08	425.90	481.99	374.84	482.30	
frame00006.jpg	371.80	432.57	423.00	431.01	425.86	481.97	374.86	482.29	
frame00007.jpg	371.89	432.62	422.96	431.08	425.90	482.01	374.80	482.32	
frame00008.jpg	371.84	432.57	422.96	431.06	425.86	481.97	374.82	482.33	
frame00009.jpg	371.81	432.53	422.97	431.05	425.87	482.00	374.81	482.32	
frame00010.jpg	371.79	432.54	423.01	431.04	425.85	481.98	374.84	482.29	
frame00011.jpg	371.81	432.54	422.97	431.08	425.88	481.99	374.81	482.34	
frame00012.jpg	371.86	432.56	422.93	431.10	425.90	482.00	374.76	482.38	
frame00013.jpg	371.79	432.51	423.00	431.04	425.86	481.97	374.82	482.32	
frame00014.jpg	371.75	432.52	422.99	431.02	425.87	481.97	374.86	482.32	
frame00015.jpg	371.79	432.56	422.99	431.07	425.87	481.97	374.79	482.32	
frame00016.jpg	371.79	432.56	422.96	431.06	425.87	481.96	374.81	482.32	
frame00017.jpg	371.86	432.56	422.98	431.07	425.87	482.01	374.83	482.32	
frame00018.jpg	371.77	432.51	423.04	431.03	425.82	481.95	374.84	482.31	
frame00019.jpg	371.84	432.52	422.98	431.10	425.85	481.99	374.78	482.33	
frame00020.jpg	371.79	432.55	422.98	431.08	425.84	481.96	374.84	482.31	
frame00021.jpg	371.81	432.55	422.96	431.06	425.87	481.98	374.79	482.37	
frame00022.jpg	371.78	432.56	422.89	431.09	425.85	482.01	374.74	482.35	
frame00023.jpg	371.78	432.59	422.93	431.10	425.82	482.01	374.75	482.29	
frame00024.jpg	371.75	432.55	422.94	431.09	425.81	482.01	374.77	482.29	
frame00025.jpg	371.82	432.58	422.92	431.06	425.83	482.06	374.75	482.30	
frame00026.jpg	371.81	432.58	422.89	431.11	425.82	482.02	374.75	482.34	
frame00027.jpg	371.68	432.50	422.92	431.06	425.78	481.99	374.80	482.32	
frame00028.jpg	371.73	432.56	422.92	431.04	425.81	481.98	374.76	482.34	
frame00029.jpg	371.80	432.57	422.92	431.09	425.81	482.03	374.74	482.33	
frame00030.jpg	371.74	432.51	422.91	431.10	425.80	482.02	374.72	482.34	
frame00031.jpg	371.69	432.57	422.93	431.04	425.79	482.02	374.75	482.28	
frame00032.jpg	371.77	432.50	422.88	431.11	425.80	482.04	374.70	482.34	
frame00033.jpg	371.77	432.59	422.89	431.09	425.80	482.03	374.72	482.30	
frame00034.jpg	371.73	432.55	422.88	431.08	425.78	482.03	374.72	482.34	
frame00035.jpg	371.71	432.58	422.86	431.10	425.75	482.05	374.65	482.32	
frame00036.jpg	371.61	432.63	422.78	431.08	425.65	482.10	374.55	482.26	
frame00037.jpg	371.44	432.62	422.66	431.02	425.53	482.16	374.45	482.27	
frame00038.jpg	371.31	432.62	422.54	431.13	425.40	482.22	374.26	482.21	
frame00039.jpg	371.20	432.62	422.52	431.06	425.36	482.22	374.25	482.25	
frame00040.jpg	371.29	432.64	422.48	431.11	425.39	482.26	374.17	482.24	
frame00041.jpg	371.20	432.60	422.47	431.11	425.35	482.24	374.19	482.26	
frame00042.jpg	371.22	432.59	422.46	431.13	425.35	482.29	374.16	482.20	
frame00043.jpg	371.20	432.62	422.46	431.10	425.34	482.26	374.17	482.26	
frame00044.jpg	371.25	432.64	422.45	431.15	425.35	482.25	374.16	482.20	
frame00045.jpg	371.25	432.67	422.44	431.15	425.35	482.25	374.15	482.22	
frame00046.jpg	371.19	432.67	422.46	431.10	425.36	482.24	374.22	482.20	
frame00047.jpg	371.24	432.68	422.46	431.12	425.34	482.24	374.20	482.21	
frame00048.jpg	371.18	432.65	422.49	431.07	425.34	482.23	374.22	482.22	
frame00049.jpg	371.18	432.68	422.43	431.15	425.36	482.23	374.18	482.25	
frame00050.jpg	371.24	432.67	422.44	431.12	425.36	482.25	374.19	482.22	
frame00051.jpg	371.18	432.64	422.49	431.04	425.29	482.24	374.23	482.22	
frame00052.jpg	371.14	432.66	422.45	431.08	425.31	482.25	374.16	482.19	
frame00053.jpg	371.20	432.64	422.40	431.12	425.29	482.28	374.13	482.19	
frame00054.jpg	371.10	432.67	422.42	431.06	425.28	482.24	374.18	482.17	
frame00055.jpg	371.19	432.60	422.41	431.13	425.23	482.26	374.09	482.22	
frame00056.jpg	371.14	432.62	422.40	431.10	425.24	482.27	374.08	482.20	
frame00057.jpg	371.09	432.63	422.35	431.11	425.24	482.31	374.08	482.18	
frame00058.jpg	371.16	432.66	422.29	431.18	425.28	482.33	374.00	482.19	
frame00059.jpg	371.07	432.65	422.36	431.12	425.25	482.28	374.06	482.17	
frame00060.jpg	371.08	432.68	422.33	431.11	425.25	482.30	374.02	482.17	
frame00061.jpg	371.15	432.66	422.30	431.19	425.23	482.35	374.00	482.13	
frame00062.jpg	371.15	432.66	422.29	431.15	425.22	482.31	373.97	482.19	
frame00063.jpg	371.10	432.67	422.26	431.17	425.24	482.33	373.97	482.16	
frame00064.jpg	371.08	432.71	422.25	431.14	425.21	482.32	373.97	482.12	
frame00065.jpg	371.06	432.69	422.27	431.14	425.20	482.34	373.95	482.13	
frame00066.jpg	371.07	432.71	422.25	431.18	425.20	482.33	373.97	482.15	
frame00067.jpg	371.03	432.69	422.25	431.11	425.17	482.34	374.03	482.11	
frame00068.jpg	371.05	432.74	422.20	431.13	425.20	482.40	373.93	482.13	
frame00069.jpg	370.94	432.64	422.16	431.17	425.09	482.36	373.87	482.16	
frame00070.jpg	370.95	432.71	422.14	431.17	425.11	482.39	373.84	482.10	
frame00071.jpg	370.96	432.72	422.14	431.12	425.12	482.39	373.84	482.16	
frame00072.jpg	370.94	432.66	422.12	431.14	425.12	482.43	373.87	482.14	
frame00073.jpg	370.94	432.66	422.14	431.15	425.10	482.41	373.84	482.14	
frame00074.jpg	370.94	432.69	422.12	431.19	425.12	482.42	373.82	482.13	
frame00075.jpg	370.87	432.69	422.10	431.17	425.07	482.42	373.83	482.10	
frame00076.jpg	370.86	432.69	422.05	431.19	425.05	482.44	373.76	482.13	
frame00077.jpg	370.87	432.73	422.06	431.20	425.04	482.43	373.69	482.15	
frame00078.jpg	370.81	432.69	422.06	431.17	425.03	482.43	373.77	482.12	
frame00079.jpg	370.80	432.67	422.08	431.16	425.01	482.42	373.76	482.12	
frame00080.jpg	370.84	432.73	422.08	431.15	425.06	482.42	373.75	482.11	
frame00081.jpg	370.87	432.72	422.05	431.19	425.05	482.46	373.76	482.11	
frame00082.jpg	370.95	432.73	422.04	431.21	425.04	482.47	373.73	482.11	
frame00083.jpg	370.87	432.75	422.08	431.16	425.05	482.44	373.77	482.11	
frame00084.jpg	370.85	432.65	422.02	431.19	425.01	482.45	373.74	482.12	
frame00085.jpg	370.82	432.67	422.06	431.17	425.00	482.49	373.74	482.07	
