1, -1, 553.00, 191.00, 62.00, 42.00, 0.52, -1, -1, -1
2, -1, 590.00, 107.00, 46.00, 28.00, 0.50, -1, -1, -1
2, -1, 547.00, 184.00, 70.00, 43.00, 0.59, -1, -1, -1
2, -1, 606.00, 396.00, 104.00, 90.00, 0.66, -1, -1, -1
3, -1, 555.00, 178.00, 64.00, 43.00, 0.51, -1, -1, -1
3, -1, 607.00, 384.00, 102.00, 87.00, 0.62, -1, -1, -1
4, -1, 606.00, 366.00, 110.00, 80.00, 0.54, -1, -1, -1
5, -1, 567.00, 173.00, 61.00, 43.00, 0.59, -1, -1, -1
5, -1, 611.00, 359.00, 105.00, 80.00, 0.67, -1, -1, -1
6, -1, 567.00, 172.00, 59.00, 40.00, 0.55, -1, -1, -1
6, -1, 618.00, 353.00, 93.00, 78.00, 0.52, -1, -1, -1
7, -1, 618.00, 345.00, 96.00, 74.00, 0.61, -1, -1, -1
8, -1, 571.00, 167.00, 56.00, 35.00, 0.51, -1, -1, -1
8, -1, 624.00, 326.00, 89.00, 78.00, 0.75, -1, -1, -1
9, -1, 627.00, 321.00, 87.00, 75.00, 0.69, -1, -1, -1
10, -1, 573.00, 164.00, 59.00, 37.00, 0.54, -1, -1, -1
10, -1, 630.00, 314.00, 82.00, 71.00, 0.64, -1, -1, -1
11, -1, 575.00, 162.00, 57.00, 32.00, 0.53, -1, -1, -1
11, -1, 631.00, 290.00, 82.00, 84.00, 0.64, -1, -1, -1
11, -1, 77.00, 438.00, 219.00, 126.00, 0.67, -1, -1, -1
12, -1, 630.00, 292.00, 83.00, 70.00, 0.69, -1, -1, -1
13, -1, 637.00, 287.00, 77.00, 70.00, 0.60, -1, -1, -1
14, -1, 588.00, 153.00, 48.00, 35.00, 0.50, -1, -1, -1
14, -1, 633.00, 283.00, 85.00, 64.00, 0.69, -1, -1, -1
14, -1, 141.00, 402.00, 198.00, 113.00, 0.59, -1, -1, -1
16, -1, 637.00, 254.00, 75.00, 72.00, 0.62, -1, -1, -1
16, -1, 170.00, 379.00, 174.00, 111.00, 0.69, -1, -1, -1
17, -1, 634.00, 257.00, 82.00, 63.00, 0.70, -1, -1, -1
17, -1, 183.00, 372.00, 167.00, 108.00, 0.79, -1, -1, -1
18, -1, 587.00, 141.00, 51.00, 34.00, 0.56, -1, -1, -1
18, -1, 643.00, 256.00, 75.00, 58.00, 0.58, -1, -1, -1
18, -1, 201.00, 356.00, 163.00, 107.00, 0.70, -1, -1, -1
19, -1, 584.00, 141.00, 55.00, 32.00, 0.56, -1, -1, -1
19, -1, 641.00, 249.00, 80.00, 58.00, 0.69, -1, -1, -1
19, -1, 211.00, 351.00, 157.00, 99.00, 0.78, -1, -1, -1
20, -1, 588.00, 140.00, 50.00, 33.00, 0.57, -1, -1, -1
20, -1, 643.00, 246.00, 76.00, 53.00, 0.50, -1, -1, -1
20, -1, 226.00, 340.00, 149.00, 93.00, 0.70, -1, -1, -1
21, -1, 586.00, 141.00, 51.00, 30.00, 0.56, -1, -1, -1
21, -1, 646.00, 244.00, 72.00, 52.00, 0.65, -1, -1, -1
21, -1, 239.00, 328.00, 144.00, 91.00, 0.65, -1, -1, -1
22, -1, 591.00, 141.00, 46.00, 28.00, 0.56, -1, -1, -1
22, -1, 645.00, 227.00, 68.00, 62.00, 0.66, -1, -1, -1
22, -1, 253.00, 322.00, 137.00, 97.00, 0.80, -1, -1, -1
23, -1, 649.00, 226.00, 63.00, 56.00, 0.67, -1, -1, -1
23, -1, 256.00, 316.00, 136.00, 94.00, 0.80, -1, -1, -1
24, -1, 646.00, 222.00, 68.00, 56.00, 0.56, -1, -1, -1
24, -1, 267.00, 312.00, 138.00, 85.00, 0.77, -1, -1, -1
25, -1, 285.00, 308.00, 126.00, 77.00, 0.77, -1, -1, -1
26, -1, 290.00, 296.00, 126.00, 79.00, 0.79, -1, -1, -1
27, -1, 302.00, 292.00, 119.00, 78.00, 0.77, -1, -1, -1
28, -1, 311.00, 285.00, 118.00, 73.00, 0.77, -1, -1, -1
29, -1, 320.00, 280.00, 111.00, 69.00, 0.75, -1, -1, -1
30, -1, 651.00, 208.00, 71.00, 46.00, 0.57, -1, -1, -1
30, -1, 321.00, 276.00, 120.00, 66.00, 0.77, -1, -1, -1
31, -1, 322.00, 275.00, 118.00, 61.00, 0.84, -1, -1, -1
32, -1, 649.00, 198.00, 67.00, 48.00, 0.51, -1, -1, -1
32, -1, 341.00, 261.00, 107.00, 70.00, 0.73, -1, -1, -1
33, -1, 351.00, 258.00, 106.00, 66.00, 0.78, -1, -1, -1
34, -1, 360.00, 253.00, 102.00, 63.00, 0.78, -1, -1, -1
35, -1, 655.00, 189.00, 64.00, 41.00, 0.53, -1, -1, -1
35, -1, 364.00, 250.00, 100.00, 59.00, 0.77, -1, -1, -1
36, -1, 654.00, 183.00, 65.00, 44.00, 0.53, -1, -1, -1
36, -1, 372.00, 247.00, 97.00, 54.00, 0.76, -1, -1, -1
37, -1, 377.00, 244.00, 95.00, 51.00, 0.75, -1, -1, -1
38, -1, 392.00, 234.00, 82.00, 59.00, 0.68, -1, -1, -1
39, -1, 396.00, 234.00, 79.00, 54.00, 0.76, -1, -1, -1
40, -1, 404.00, 232.00, 71.00, 49.00, 0.76, -1, -1, -1
41, -1, 404.00, 225.00, 73.00, 50.00, 0.72, -1, -1, -1
42, -1, 403.00, 222.00, 84.00, 48.00, 0.74, -1, -1, -1
43, -1, 406.00, 219.00, 78.00, 45.00, 0.80, -1, -1, -1
44, -1, 408.00, 214.00, 77.00, 46.00, 0.77, -1, -1, -1
45, -1, 413.00, 210.00, 73.00, 46.00, 0.75, -1, -1, -1
45, -1, 536.00, 469.00, 129.00, 140.00, 0.56, -1, -1, -1
46, -1, 418.00, 209.00, 78.00, 45.00, 0.58, -1, -1, -1
46, -1, 539.00, 428.00, 143.00, 153.00, 0.57, -1, -1, -1
48, -1, 434.00, 199.00, 73.00, 47.00, 0.61, -1, -1, -1
48, -1, 553.00, 404.00, 140.00, 131.00, 0.63, -1, -1, -1
49, -1, 441.00, 199.00, 74.00, 44.00, 0.57, -1, -1, -1
50, -1, 439.00, 198.00, 74.00, 46.00, 0.61, -1, -1, -1
50, -1, 569.00, 379.00, 118.00, 113.00, 0.56, -1, -1, -1
51, -1, 443.00, 199.00, 71.00, 43.00, 0.64, -1, -1, -1
51, -1, 571.00, 374.00, 116.00, 103.00, 0.52, -1, -1, -1
52, -1, 446.00, 198.00, 69.00, 40.00, 0.60, -1, -1, -1
53, -1, 449.00, 191.00, 71.00, 40.00, 0.57, -1, -1, -1
53, -1, 583.00, 344.00, 106.00, 100.00, 0.67, -1, -1, -1
54, -1, 456.00, 187.00, 71.00, 41.00, 0.67, -1, -1, -1
54, -1, 585.00, 338.00, 98.00, 94.00, 0.69, -1, -1, -1
55, -1, 658.00, 144.00, 49.00, 29.00, 0.51, -1, -1, -1
55, -1, 460.00, 182.00, 68.00, 43.00, 0.64, -1, -1, -1
55, -1, 591.00, 324.00, 91.00, 87.00, 0.61, -1, -1, -1
56, -1, 660.00, 144.00, 45.00, 25.00, 0.50, -1, -1, -1
56, -1, 460.00, 177.00, 72.00, 45.00, 0.70, -1, -1, -1
56, -1, 592.00, 316.00, 94.00, 86.00, 0.66, -1, -1, -1
57, -1, 658.00, 143.00, 47.00, 26.00, 0.52, -1, -1, -1
57, -1, 464.00, 175.00, 65.00, 42.00, 0.71, -1, -1, -1
57, -1, 593.00, 311.00, 94.00, 81.00, 0.64, -1, -1, -1
58, -1, 659.00, 143.00, 46.00, 25.00, 0.52, -1, -1, -1
58, -1, 465.00, 174.00, 67.00, 41.00, 0.73, -1, -1, -1
59, -1, 657.00, 142.00, 46.00, 26.00, 0.53, -1, -1, -1
59, -1, 468.00, 175.00, 59.00, 37.00, 0.64, -1, -1, -1
59, -1, 601.00, 286.00, 91.00, 80.00, 0.71, -1, -1, -1
60, -1, 600.00, 282.00, 88.00, 76.00, 0.66, -1, -1, -1
61, -1, 472.00, 169.00, 51.00, 36.00, 0.56, -1, -1, -1
61, -1, 603.00, 281.00, 82.00, 65.00, 0.55, -1, -1, -1
62, -1, 609.00, 261.00, 78.00, 73.00, 0.63, -1, -1, -1
